Id,Action
335,2.984872246
336,2.736575382
337,2.973528535
338,2.981346254
339,2.967447806
340,2.882975261
341,2.989055257
342,2.920189453
343,2.606642542
344,2.998776285
345,2.864631187
346,2.623982364
347,2.909718241
348,2.954306046
349,2.973125845
350,2.986032569
351,2.958581863
352,2.970595316
353,2.937736527
354,1.711923377
355,2.961564599
356,2.991169003
357,2.87747332
358,2.983009042
359,2.879826907
360,2.502872301
361,2.792491985
362,2.990760907
363,2.975383799
364,2.746299079
365,2.998324757
366,2.981781783
367,2.968195201
368,2.987779294
369,2.98168699
370,2.98579783
371,2.98915901
372,2.736129301
373,2.424712862
374,1.079475848
375,2.943529636
376,2.93652777
377,1.862241147
378,2.977564809
379,2.996342902
380,2.718005866
381,2.801067368
382,2.977236488
383,2.979592067
384,2.710488679
385,2.828065143
386,2.961937823
387,2.67898506
388,2.796969809
389,2.985592495
390,2.983092713
391,2.878794508
392,2.946297381
393,2.651898924
394,2.989747055
395,2.931067286
396,2.979598533
397,2.961462178
398,2.988842003
399,2.979134688
400,2.968288357
401,2.986710841
402,2.948036536
403,2.967174661
404,2.853413628
405,2.996325586
406,2.880523135
407,2.554355382
408,2.97839366
409,2.964023603
410,2.996375183
411,2.996161805
412,2.810595797
413,2.815365831
414,2.954233445
415,2.971843885
416,2.655100841
417,2.982722739
418,2.95045931
419,2.904868478
420,2.857701909
421,2.977198226
422,2.95997586
423,2.730064151
424,2.7288052
425,2.976182722
426,2.969903185
427,2.982956673
428,2.98275177
429,2.859814492
430,2.994298749
431,2.981091853
432,2.113633751
433,2.968269624
434,2.965599131
435,2.907593
436,2.989443892
437,2.945659661
438,1.370813407
439,2.880883335
440,1.243402609
441,2.977147948
442,2.974379443
443,2.823598635
444,2.993828358
445,2.921962267
446,2.993215388
447,2.705543842
448,2.986217784
449,2.978694586
450,2.957323479
451,2.618294523
452,2.982802589
453,2.991054515
454,2.321793174
455,2.93711581
456,2.997427934
457,2.989614089
458,2.921943454
459,2.989159346
460,2.21977382
461,2.585358559
462,2.994645798
463,2.976030485
464,2.855670505
465,2.985081217
466,2.995680456
467,1.042827015
468,2.741848308
469,2.98389638
470,2.977903482
471,2.963999887
472,2.721607303
473,2.991938375
474,2.95911057
475,2.733816767
476,2.952601243
477,2.996206816
478,2.969237709
479,2.968811773
480,2.994053184
481,2.728252163
482,2.938723548
483,2.997014671
484,2.978003979
485,2.956418583
486,2.914962847
487,2.891276886
488,2.995371545
489,2.989945008
490,2.967348935
491,2.982918427
492,2.979625195
493,2.540283886
494,2.991132657
495,2.982995251
496,2.820766353
497,2.997185373
498,2.996955557
499,2.984006286
500,2.966296235
501,2.979409307
502,2.637602099
503,2.797908014
504,2.972407996
505,2.672174587
506,2.994579462
507,2.994895742
508,2.968865304
509,2.934993882
510,0.99673482
511,2.832030244
512,2.969990862
513,2.990474521
514,2.47979536
515,2.977871592
516,2.979254659
517,2.97802248
518,2.834061469
519,2.56143881
520,2.299558961
521,2.993981776
522,2.846744399
523,2.963903688
524,0.907786495
525,2.901269256
526,1.552678496
527,2.968534798
528,2.982292431
529,2.930048013
530,2.976037966
531,2.785461077
532,2.965845855
533,2.971280603
534,2.848268212
535,2.987379202
536,2.976984289
537,2.97665406
538,2.955900725
539,2.937410338
540,2.922866002
541,2.983559845
542,2.939420169
543,2.584691444
544,2.893866704
545,2.915158928
546,2.990070315
547,2.053307807
548,2.556219037
549,2.729211667
550,2.906467602
551,2.961450105
552,2.897901011
553,2.90463814
554,2.915451512
555,2.977438284
556,2.97787315
557,2.987105204
558,2.940812413
559,2.959439002
560,2.962609474
561,2.94131403
562,2.976011971
563,2.95833171
564,2.492794457
565,2.932960282
566,2.742893872
567,2.824920921
568,2.775503399
569,2.979442288
570,2.966519251
571,1.63653864
572,2.777571656
573,2.823158031
574,2.577398778
575,2.998421152
576,2.994528323
577,2.982812203
578,2.961343735
579,2.535787577
580,2.745041659
581,2.987080875
582,2.951560847
583,2.66767984
584,2.952297633
585,2.994030278
586,2.839666821
587,2.893096224
588,2.919201709
589,2.984583047
590,2.892457274
591,2.898133583
592,2.988594002
593,2.480968765
594,2.87955007
595,2.995813066
596,2.987171245
597,2.982396828
598,2.810837077
599,2.922809725
600,2.934171955
601,2.973770309
602,2.971106219
603,2.996290128
604,2.808373989
605,2.965767438
606,2.989184203
607,2.963181418
608,2.868122614
609,2.895354821
610,2.662763941
611,2.983364267
612,2.936131138
613,2.938822655
614,1.721349483
615,2.995594113
616,1.641417988
617,2.905427222
618,2.623767187
619,2.981172008
620,2.959594725
621,2.99574797
622,2.928086398
623,2.937518539
624,2.648388857
625,2.836744333
626,2.993589734
627,2.988016949
628,2.860956611
629,2.971542227
630,2.993058965
631,2.986846797
632,2.953536361
633,2.997301019
634,2.997312417
635,2.762138579
636,2.925780228
637,2.95723602
638,2.972253482
639,2.920491888
640,2.964867085
641,2.978967373
642,2.653468179
643,2.96354858
644,2.936665394
645,2.669501217
646,2.64106584
647,2.931701847
648,2.872888939
649,2.991621373
650,2.758987582
651,2.926011405
652,2.992627185
653,2.119853604
654,2.964032928
655,2.790431191
656,2.990170559
657,2.939889371
658,2.98891147
659,2.964167944
660,2.960529552
661,2.933938847
662,2.955661799
663,2.986728406
664,2.985778
665,2.899109603
666,2.199383678
667,2.625027917
668,2.993602133
669,2.499891162
670,2.370402377
671,2.753484339
672,2.981697131
673,1.929458011
674,2.924803852
675,2.901631393
676,2.892593763
677,2.917902714
678,2.994793901
679,2.980692414
680,2.939630513
681,2.093895035
682,2.395295824
683,2.994117723
684,2.97110147
685,2.949560569
686,2.914143319
687,2.960344882
688,2.930603022
689,2.978190319
690,2.991137539
691,2.586128224
692,2.958974002
693,2.933174754
694,2.967784166
695,2.963866468
696,2.723612205
697,2.839902607
698,2.982144459
699,2.975680626
700,2.920298595
701,2.931155301
702,2.982775548
703,2.93926128
704,2.84293136
705,2.778291318
706,2.607825209
707,2.994211852
708,2.977085837
709,2.949794824
710,2.917890292
711,2.531170883
712,2.930093881
713,2.990238724
714,2.997892869
715,2.978598214
716,2.423557309
717,2.922316571
718,2.921299867
719,2.898469497
720,2.747788945
721,2.927213518
722,2.926923084
723,2.976059374
724,2.94770011
725,2.979139204
726,2.977374033
727,2.964310827
728,2.990087557
729,2.82793552
730,2.874047456
731,2.779822952
732,2.998067011
733,2.994311569
734,2.990505967
735,2.923249845
736,2.134795349
737,2.975993476
738,2.981206006
739,2.977299151
740,2.985694649
741,2.989041211
742,2.909693083
743,2.979082625
744,2.914761583
745,2.991916308
746,2.984765403
747,2.977628257
748,2.977541457
749,2.979592189
750,2.988589333
751,2.973387964
752,2.960257071
753,2.966673973
754,2.964295565
755,2.970888343
756,2.341050775
757,2.983346567
758,2.968106122
759,2.891470027
760,2.892817623
761,2.939425599
762,2.955172826
763,2.648505988
764,2.9593325
765,2.862138006
766,2.963529813
767,2.819422505
768,2.986914219
769,2.849411067
770,2.950967766
771,2.996680058
772,2.961286356
773,2.961140262
774,2.96260508
775,2.969488359
776,2.180936023
777,2.950783099
778,2.966304252
779,2.978913375
780,2.328757946
781,2.253510004
782,2.971642687
783,2.951305817
784,2.933086183
785,2.757169749
786,2.840873193
787,2.984596569
788,2.878736208
789,2.967843585
790,2.809135071
791,2.933977765
792,2.996075938
793,2.77725391
794,2.888748324
795,2.988826865
796,2.898288564
797,2.947799079
798,2.803825664
799,2.926926602
800,2.824041038
801,2.985176022
802,2.982216672
803,2.866315052
804,2.960109637
805,2.983929533
806,2.993525183
807,2.535657456
808,2.765731579
809,2.987408767
810,2.993926631
811,2.947425107
812,2.026513647
813,2.99323589
814,2.925552845
815,2.261886076
816,2.999638036
817,2.955952761
818,2.983415651
819,2.984563125
820,2.851045498
821,2.51614377
822,2.973005123
823,2.993207494
824,2.983225377
825,2.982179915
826,2.817561542
827,2.998799936
828,2.578918695
829,2.944408947
830,2.97752711
831,2.673327586
832,2.952884068
833,2.961867726
834,2.951037115
835,2.991007505
836,2.92252161
837,2.91035525
838,2.978332872
839,2.670356758
840,2.944135289
841,2.919361292
842,2.994053028
843,2.995291548
844,2.986069633
845,2.981099787
846,2.981164849
847,2.983699736
848,2.995228677
849,2.925915471
850,1.355401082
851,2.99142245
852,2.949641853
853,2.978984463
854,1.486947116
855,2.964976348
856,2.993043763
857,2.943617445
858,2.957322742
859,2.965472022
860,2.995172944
861,2.992712111
862,2.503290806
863,2.994134298
864,2.880420124
865,1.994316943
866,2.92933004
867,2.987827436
868,2.94942045
869,2.97102678
870,2.953246241
871,2.977180754
872,2.812894333
873,2.901277486
874,2.831343468
875,2.994684929
876,2.938131764
877,2.828383124
878,2.902420555
879,2.973059991
880,2.847846685
881,2.747199565
882,2.953899917
883,2.984868872
884,2.676217245
885,2.886319176
886,2.993639626
887,2.766720114
888,2.996303245
889,2.886577353
890,2.993579118
891,2.97954321
892,2.652867777
893,2.638350316
894,2.977227784
895,2.984820909
896,2.973792619
897,2.676063379
898,2.90525577
899,2.847263663
900,2.993480691
901,2.972494486
902,2.916407637
903,2.980317348
904,2.989236302
905,2.319506066
906,2.942215577
907,2.994577299
908,2.998385367
909,2.869787442
910,2.881895311
911,2.848407679
912,2.961832568
913,2.989777794
914,2.993425624
915,2.992792671
916,2.893202261
917,2.755365737
918,2.973952815
919,2.990015951
920,2.983659132
921,2.645207391
922,2.977676246
923,2.829625841
924,2.893194762
925,2.770110415
926,2.985209849
927,2.989700992
928,2.992882838
929,2.984831192
930,2.999599522
931,2.970105356
932,2.972225878
933,2.798941121
934,2.876343262
935,2.956532569
936,2.325136394
937,2.992676825
938,2.91404626
939,2.481659696
940,2.903884256
941,2.986093566
942,2.960305043
943,1.820067179
944,2.994144051
945,2.640863665
946,2.912236743
947,2.974132525
948,2.711219162
949,2.969887279
950,2.874955021
951,2.992003938
952,2.134794576
953,2.839512445
954,2.968847409
955,2.866238182
956,2.25729248
957,2.923267992
958,2.886876295
959,1.634453542
960,2.767980258
961,2.894380337
962,2.989538583
963,2.974810441
964,2.751641658
965,2.921878446
966,2.856768915
967,2.796379399
968,2.934146731
969,2.987853663
970,2.923228951
971,2.915861934
972,2.993780209
973,2.952467358
974,2.994493314
975,2.974431049
976,2.970740551
977,2.95644519
978,2.836832091
979,2.969176048
980,1.811326193
981,2.889126384
982,2.922245257
983,2.997879551
984,1.069578827
985,2.984013994
986,2.927324152
987,2.997549106
988,2.981945308
989,2.981739145
990,2.306404996
991,2.120514033
992,2.921653363
993,2.997621992
994,2.992077389
995,2.954843584
996,2.994103668
997,1.809246644
998,2.898725265
999,2.984743675
1000,2.979535757
1001,2.995809227
1002,2.862618167
1003,2.938071048
1004,2.951286987
1005,2.931803332
1006,2.807308483
1007,2.957978659
1008,2.992910247
1009,2.995633985
1010,2.980733165
1011,2.998426007
1012,2.887085503
1013,2.991602075
1014,2.958161548
1015,2.967250806
1016,2.977981415
1017,1.947765422
1018,2.934169167
1019,2.92759366
1020,2.993794969
1021,2.991097409
1022,2.907485452
1023,2.921856709
1024,2.973592726
1025,2.893079117
1026,2.808498552
1027,2.993547233
1028,2.956347249
1029,2.978878896
1030,2.991455816
1031,2.933821321
1032,2.998617107
1033,2.991942655
1034,2.959133533
1035,2.996788733
1036,2.995699912
1037,2.834884749
1038,2.962994237
1039,2.925071822
1040,2.978587936
1041,2.980510469
1042,2.967629732
1043,1.461595483
1044,2.523450844
1045,2.74893402
1046,2.972851764
1047,2.931986486
1048,2.950446561
1049,1.216644506
1050,2.982187718
1051,2.992195869
1052,2.961486023
1053,2.996995886
1054,2.559151451
1055,2.955743594
1056,2.767030789
1057,2.912629317
1058,2.892311305
1059,2.981830228
1060,2.984025425
1061,2.954100296
1062,2.8966016
1063,2.971666627
1064,2.952084797
1065,2.993433028
1066,2.985425681
1067,2.98886156
1068,2.895996526
1069,2.919398543
1070,2.819454222
1071,1.912813473
1072,2.99450362
1073,2.592881205
1074,2.950815653
1075,2.994436964
1076,2.976289959
1077,2.950557961
1078,2.965752579
1079,2.967909574
1080,2.628173999
1081,2.989873161
1082,2.991404055
1083,2.970467142
1084,2.993378173
1085,2.293468475
1086,2.999434209
1087,2.950410806
1088,2.965193562
1089,2.789310988
1090,2.996120621
1091,2.939811494
1092,2.97040542
1093,2.97613426
1094,2.979937237
1095,2.998304828
1096,2.98873157
1097,2.979123145
1098,2.980721263
1099,2.982971606
1100,2.890166176
1101,2.733635598
1102,2.866167856
1103,2.991992486
1104,2.87700392
1105,2.965209862
1106,2.997521965
1107,2.987528239
1108,2.980023605
1109,2.991481374
1110,2.950705987
1111,2.996263526
1112,2.984893148
1113,2.993351894
1114,2.711146588
1115,2.840180735
1116,2.992533166
1117,2.901141695
1118,2.87529819
1119,2.813845395
1120,2.909648656
1121,2.862929996
1122,2.152495245
1123,2.811382076
1124,2.950294678
1125,2.900633874
1126,2.979941004
1127,2.989353631
1128,2.975185256
1129,2.990340981
1130,2.97587311
1131,2.744302858
1132,2.915516401
1133,2.966555383
1134,2.991800508
1135,2.468509906
1136,2.890827974
1137,2.982492674
1138,2.99652461
1139,2.987912557
1140,2.479777924
1141,2.942006467
1142,2.94371038
1143,2.923997108
1144,2.921377848
1145,2.982100696
1146,2.998150824
1147,2.962406208
1148,2.35516182
1149,2.991619713
1150,2.979860743
1151,2.994464902
1152,2.993164506
1153,2.987784965
1154,1.822946531
1155,2.999809369
1156,2.963194103
1157,2.920876073
1158,2.806591806
1159,2.982327822
1160,2.799090054
1161,2.903777557
1162,2.768923674
1163,2.960239171
1164,2.779171953
1165,2.914003971
1166,2.973899833
1167,2.982560779
1168,2.875175605
1169,2.790420674
1170,2.909414166
1171,2.985393902
1172,2.979426752
1173,2.970459952
1174,2.99500566
1175,2.993707772
1176,2.939353062
1177,2.965391316
1178,2.971928058
1179,2.969138653
1180,2.165571588
1181,2.756690984
1182,2.662312384
1183,2.905811421
1184,2.901563053
1185,2.991906433
1186,2.965455176
1187,2.94742681
1188,1.877560285
1189,2.974112227
1190,2.982065345
1191,2.98536
1192,2.979318026
1193,2.99098539
1194,2.973167947
1195,2.889508491
1196,2.949893723
1197,2.989711648
1198,2.862711902
1199,2.947032789
1200,2.994424388
1201,2.926106909
1202,2.979398379
1203,2.981944827
1204,2.980245177
1205,2.970531897
1206,2.927134721
1207,2.148329253
1208,2.991622726
1209,2.055473163
1210,2.851631202
1211,2.954555232
1212,2.933317955
1213,2.870864986
1214,2.958323263
1215,2.997756824
1216,2.77103697
1217,2.754683943
1218,2.91971871
1219,2.897578004
1220,2.780555591
1221,2.979333465
1222,2.763925418
1223,2.976244565
1224,2.94310991
1225,2.987249294
1226,2.960964549
1227,2.995248599
1228,2.936879189
1229,2.973733473
1230,2.994275158
1231,2.98488418
1232,2.982416968
1233,2.990688702
1234,2.770275152
1235,2.9790619
1236,2.985193748
1237,2.962556341
1238,2.955572448
1239,2.994040048
1240,2.821982255
1241,2.551310606
1242,2.975224496
1243,2.960406391
1244,2.995762005
1245,2.968915606
1246,2.823467177
1247,2.857952976
1248,2.944209628
1249,2.733253558
1250,2.997724937
1251,2.752379745
1252,2.651108709
1253,2.994794423
1254,2.987980556
1255,2.987100863
1256,2.996676232
1257,2.610889057
1258,2.971445827
1259,2.974506152
1260,2.983597417
1261,2.977130156
1262,2.859789536
1263,2.97486757
1264,2.950814506
1265,2.598399762
1266,2.917455661
1267,2.983056989
1268,2.78837668
1269,2.97805589
1270,2.994773041
1271,2.943928539
1272,2.990769643
1273,2.934977935
1274,2.889058989
1275,2.808270586
1276,2.977064626
1277,2.982463848
1278,2.970433957
1279,2.988433268
1280,2.745644225
1281,2.994226836
1282,2.969884983
1283,2.968122055
1284,2.951174819
1285,2.984748415
1286,2.917917844
1287,2.585002572
1288,2.357019889
1289,2.690780993
1290,2.980675024
1291,2.987856146
1292,2.907639053
1293,2.952354016
1294,2.785844316
1295,2.995744373
1296,2.666474595
1297,2.99208878
1298,2.946884165
1299,2.946382538
1300,2.514905161
1301,2.803420214
1302,2.304166195
1303,2.824347323
1304,2.973317646
1305,2.892210014
1306,2.978062548
1307,2.988914889
1308,2.98606193
1309,2.991022011
1310,2.920161649
1311,2.814004495
1312,2.984784586
1313,2.002296804
1314,2.861859044
1315,2.931034252
1316,2.943475513
1317,2.938022077
1318,2.992177531
1319,2.993473633
1320,2.05391341
1321,2.66375278
1322,2.980758451
1323,2.996401304
1324,2.993041022
1325,2.773477026
1326,2.944404735
1327,2.796313029
1328,2.961856251
1329,2.945151852
1330,2.975366298
1331,2.98829036
1332,2.968931457
1333,2.764525233
1334,2.943682464
1335,2.771620091
1336,2.973177912
1337,2.986086883
1338,2.890608216
1339,2.236965666
1340,2.71008966
1341,2.864228738
1342,2.984256619
1343,2.980812511
1344,2.980996031
1345,2.996979682
1346,2.980898135
1347,2.990229342
1348,2.955661373
1349,2.962896103
1350,2.992860202
1351,2.820297346
1352,2.958840603
1353,2.962469397
1354,2.983375363
1355,2.969583848
1356,2.980722451
1357,2.719868849
1358,2.304907048
1359,1.70589013
1360,2.735252858
1361,2.964506195
1362,2.95277993
1363,2.972174928
1364,2.792074909
1365,2.897059964
1366,2.922396568
1367,2.991824065
1368,2.993084828
1369,2.992823753
1370,2.763493863
1371,2.990605217
1372,2.35072875
1373,2.314708288
1374,2.972538915
1375,2.954615734
1376,2.946021497
1377,2.96017633
1378,2.938877276
1379,2.898655364
1380,2.983446555
1381,2.996231391
1382,2.918585884
1383,2.992168602
1384,2.995121404
1385,2.885514596
1386,2.980801866
1387,2.947383133
1388,2.693431838
1389,2.991866778
1390,2.984211874
1391,1.453453257
1392,2.891372466
1393,2.940880974
1394,2.979525358
1395,2.502406015
1396,2.941026962
1397,2.933378842
1398,2.937201223
1399,2.892737236
1400,2.966549652
1401,2.984849233
1402,2.98340219
1403,2.793514086
1404,2.925298941
1405,2.700449086
1406,2.944717112
1407,2.922929929
1408,2.986105005
1409,2.438115435
1410,2.929335616
1411,2.877004132
1412,2.980904548
1413,1.437980513
1414,1.912926155
1415,2.945321626
1416,2.91554781
1417,2.689180595
1418,2.867803639
1419,2.987076673
1420,2.981621491
1421,2.988548719
1422,2.961794013
1423,2.953432722
1424,2.783637621
1425,2.919464828
1426,2.974447172
1427,2.993888187
1428,2.724474277
1429,0.598727982
1430,2.977065708
1431,2.939284476
1432,2.984198523
1433,0.911751274
1434,2.257023387
1435,2.970296617
1436,2.979383526
1437,2.960387967
1438,2.972428283
1439,2.915749293
1440,2.818326784
1441,2.569144741
1442,2.987308395
1443,2.969862077
1444,2.989889891
1445,2.981625761
1446,2.960803634
1447,2.967907935
1448,2.902255245
1449,2.988833276
1450,2.081372113
1451,2.897817502
1452,2.973887836
1453,2.970233306
1454,2.869222391
1455,2.973748039
1456,2.769403661
1457,2.972277768
1458,2.997426001
1459,2.981238012
1460,2.988508441
1461,2.995838087
1462,1.185733013
1463,2.995716296
1464,1.659738669
1465,2.995226752
1466,2.99300844
1467,2.940930147
1468,2.955622243
1469,2.962587579
1470,2.930299685
1471,2.972379741
1472,2.835433275
1473,2.857080349
1474,2.992806981
1475,2.994837789
1476,2.993671218
1477,2.985837625
1478,2.990810885
1479,2.928741388
1480,2.939042653
1481,2.995443204
1482,1.724176077
1483,2.96198921
1484,2.801790374
1485,2.863126611
1486,2.976208691
1487,2.939178715
1488,2.654111452
1489,2.97242533
1490,2.661858359
1491,2.989867154
1492,2.987114305
1493,2.171145249
1494,2.72637728
1495,2.976896259
1496,2.877405644
1497,2.980386344
1498,2.929941566
1499,2.977419162
1500,2.983618978
1501,2.988099514
1502,2.15504767
1503,2.96667824
1504,2.942924754
1505,2.953603932
1506,2.857132304
1507,2.898747769
1508,2.587989778
1509,2.993954727
1510,2.996448823
1511,2.979887437
1512,2.989680095
1513,2.987016042
1514,2.947516356
1515,2.8573143
1516,2.331774067
1517,1.499494275
1518,2.637767049
1519,2.995609511
1520,2.970425505
1521,2.981594938
1522,2.877497907
1523,2.814273525
1524,2.958185231
1525,2.988563037
1526,2.982780205
1527,2.848300209
1528,2.888099593
1529,2.949272047
1530,2.994518123
1531,2.953085974
1532,2.94448487
1533,2.98535111
1534,2.99190548
1535,2.995621684
1536,2.944596446
1537,2.951325512
1538,2.993485394
1539,2.953795143
1540,2.993507507
1541,2.998809031
1542,2.950364892
1543,2.761633262
1544,2.929717262
1545,2.989265281
1546,2.982734232
1547,2.930068319
1548,2.990383491
1549,2.850337624
1550,2.970517076
1551,2.900133895
1552,2.861950578
1553,2.992882706
1554,2.991081554
1555,2.943330049
1556,2.981056851
1557,2.775064491
1558,2.995096312
1559,2.922497581
1560,2.924604081
1561,2.988469003
1562,2.666645885
1563,1.942980306
1564,2.953880558
1565,2.951871615
1566,2.624954256
1567,2.986194965
1568,2.909777157
1569,2.710596588
1570,2.462024714
1571,2.971852429
1572,2.927732113
1573,1.375617965
1574,2.996746878
1575,2.928413601
1576,2.947440469
1577,2.927199248
1578,2.566318787
1579,2.987726779
1580,2.196492759
1581,2.928739081
1582,2.962523084
1583,2.939082768
1584,2.956902763
1585,2.944206782
1586,2.966981187
1587,2.941035083
1588,2.796344759
1589,2.988242134
1590,2.996991976
1591,2.820350682
1592,2.822980979
1593,2.93217171
1594,2.887522316
1595,0.794790028
1596,2.803753828
1597,2.978697412
1598,2.975871961
1599,0.647939796
1600,2.985019998
1601,2.969264807
1602,2.980640326
1603,2.930103191
1604,2.983104905
1605,2.970738498
1606,2.96860734
1607,2.515126563
1608,1.926850713
1609,2.546395832
1610,2.727283243
1611,2.997865488
1612,2.970208021
1613,2.990020852
1614,2.937299587
1615,2.993628395
1616,2.982304437
1617,1.454986729
1618,2.970077048
1619,2.991959426
1620,2.931761183
1621,2.804793219
1622,2.617853245
1623,2.878062437
1624,2.891510138
1625,2.978366962
1626,2.987668574
1627,1.616331417
1628,2.679008015
1629,2.979774791
1630,2.895175698
1631,2.99698375
1632,2.941644524
1633,2.484419791
1634,2.969379303
1635,2.904485219
1636,2.863866724
1637,2.981882668
1638,2.965837451
1639,2.949183878
1640,2.961978736
1641,2.992766358
1642,2.457193915
1643,2.997653553
1644,2.989339474
1645,2.500350981
1646,2.889144021
1647,2.961558853
1648,2.993636482
1649,2.939330552
1650,2.98231644
1651,1.77113544
1652,2.991329456
1653,2.989136964
1654,2.996434629
1655,2.970899412
1656,2.799735748
1657,2.951019942
1658,2.905134363
1659,2.453980038
1660,2.993441809
1661,2.990448505
1662,2.991544821
1663,2.935759245
1664,2.965823466
1665,2.944375785
1666,2.936090459
1667,2.520190835
1668,2.998043574
1669,2.980362708
1670,2.994002783
1671,2.582147595
1672,2.855255535
1673,2.605793275
1674,2.974067042
1675,1.926808487
1676,2.008941875
1677,2.92102707
1678,2.975580135
1679,2.991125558
1680,2.990832323
1681,2.898899575
1682,2.943427059
1683,2.988114771
1684,2.025424765
1685,2.930291537
1686,2.981865566
1687,2.838538808
1688,2.982220522
1689,2.981327897
1690,2.984405545
1691,2.989497041
1692,2.966802941
1693,2.987812708
1694,2.629938953
1695,2.993754649
1696,2.984792012
1697,2.975802688
1698,2.90022882
1699,2.966984991
1700,2.995443436
1701,2.695288726
1702,2.99709285
1703,2.875741213
